id,product_id,product_name,material_id,material_name,change_type,quantity,reference_type,reference_id,notes,user_id,created_at
248,,,46,Fleece Fabric,out,-33,sale,432,,1,2024-12-31T08:00:00
249,73,Modern Sherwani,12,Polyester Thread,out,-74,sale,338,Inventory count,4,2024-04-13T21:00:00
250,,,,,out,55,sale,282,Quality check,4,2024-01-03T21:00:00
251,,,37,Tissue Paper,in,312,purchase,116,,9,2025-05-29T05:00:00
252,108,Premium Beanie,52,Button - Coconut,out,214,sale,142,Return,2,2024-09-22T00:00:00
253,,,,,in,179,purchase,23,Damaged goods,2,2024-11-14T06:00:00
254,,,16,Zipper - Metal,adjustment,211,,,Quality check,1,2024-02-22T09:00:00
255,,,83,Buttons Pack - 12mm,in,317,purchase,255,,4,2025-01-29T01:00:00
256,52,Comfort Tote Bag,,,in,257,purchase,32,,2,2025-07-17T18:00:00
257,,,27,Interfacing Fabric,in,104,purchase,414,Stock adjustment,2,2025-05-01T03:00:00
258,26,Regular Fit Vest,60,Slider,adjustment,467,,,,2,2025-07-22T13:00:00
259,40,Regular Fit Casual Shirt,46,Fleece Fabric,adjustment,500,,,Damaged goods,2,2025-09-23T01:00:00
260,,,60,Slider,out,336,sale,332,,11,2024-12-02T11:00:00
261,,,29,Drawstring Cord,in,145,purchase,40,,1,2025-06-26T05:00:00
262,,,57,Magnetic Snap,out,335,sale,473,,8,2024-01-04T15:00:00
263,,,,,out,-86,sale,390,Quality check,1,2025-03-01T03:00:00
264,200,Sporty Joggers,20,Button - Wooden,out,-68,sale,354,Quality check,5,2024-07-26T21:00:00
265,138,Essential Cotton T-Shirt,,,out,146,sale,252,Inventory count,7,2024-08-20T01:00:00
266,,,24,Lace Trim,out,93,sale,443,Return,6,2025-07-14T00:00:00
267,9,Slim Fit Gloves,,,out,466,sale,444,Damaged goods,4,2024-09-20T21:00:00
268,48,Trendy Sling Bag,,,in,-76,purchase,110,,7,2025-02-04T18:00:00
269,142,Essential Lehenga,,,out,266,sale,343,Inventory count,1,2024-09-22T12:00:00
270,175,Sporty Tank Top,,,out,247,sale,411,,4,2025-09-26T22:00:00
271,94,Elegant Leather Jacket,19,Button - Metal,out,-109,sale,436,,7,2024-11-25T01:00:00
272,,,,,in,291,purchase,422,Stock adjustment,6,2024-01-10T06:00:00
273,167,Modern Tote Bag,34,Hanger - Plastic,in,-40,purchase,482,,10,2024-10-15T06:00:00
274,,,,,out,354,sale,444,,4,2024-10-26T16:00:00
275,,,,,in,235,purchase,6,,6,2025-09-07T02:00:00
276,,,,,in,-128,purchase,24,Return,9,2025-01-21T15:00:00
277,,,32,Tag - Paper,out,36,sale,358,Return,4,2025-11-14T19:00:00
278,,,,,in,-183,purchase,282,Inventory count,7,2024-05-01T08:00:00
279,126,Designer Muffler,75,Chiffon Fabric,in,234,purchase,394,Inventory count,4,2024-05-05T10:00:00
280,,,15,Zipper - Nylon,out,-60,sale,173,Inventory count,8,2025-07-13T02:00:00
281,,,,,in,181,purchase,414,,6,2025-07-30T15:00:00
282,,,82,Denim Thread,in,-154,purchase,133,Inventory count,3,2025-11-18T19:00:00
283,,,,,in,99,purchase,376,Return,5,2025-03-21T23:00:00
284,37,Comfort Trousers,,,out,-134,sale,396,,8,2025-03-28T03:00:00
285,119,Designer Joggers,,,in,193,purchase,32,Inventory count,9,2024-09-26T20:00:00
286,124,Designer Shorts,8,Rayon Fabric,adjustment,21,,,Return,5,2024-04-10T15:00:00
287,,,,,in,252,purchase,272,Damaged goods,9,2024-10-30T02:00:00
288,47,Classic Crop Top,,,in,-35,purchase,362,Return,5,2025-07-30T05:00:00
289,38,Trendy Night Suit,24,Lace Trim,out,368,sale,351,,8,2025-06-12T09:00:00
290,,,,,out,468,sale,220,Stock adjustment,3,2025-01-21T21:00:00
291,,,27,Interfacing Fabric,out,146,sale,485,Quality check,8,2024-08-01T23:00:00
292,,,28,Bias Tape,out,341,sale,355,Inventory count,10,2025-03-17T23:00:00
293,178,Essential Belt,,,in,69,purchase,209,Quality check,10,2025-06-13T16:00:00
294,,,,,adjustment,142,,,Damaged goods,1,2025-01-14T07:00:00
295,,,78,Velvet Fabric,in,-52,purchase,404,Quality check,2,2025-04-30T06:00:00
296,110,Traditional Cardigan,100,Sewing Thread - White,in,-191,purchase,306,Return,7,2024-11-17T06:00:00
297,129,Modern Top,60,Slider,out,311,sale,30,Damaged goods,3,2024-12-13T11:00:00
298,,,4,Silk Fabric,out,47,sale,436,,3,2025-06-23T08:00:00
299,192,Regular Fit Stole,59,Buckle - Plastic,out,11,sale,108,,3,2024-07-03T01:00:00
300,,,,,adjustment,-124,,,Inventory count,7,2025-04-20T11:00:00
301,28,Elegant Kaftan,8,Rayon Fabric,out,101,sale,62,Return,2,2024-06-10T19:00:00
302,104,Formal Cardigan,30,Label - Woven,in,-167,purchase,138,,7,2025-01-18T05:00:00
303,,,23,Elastic Band,out,-9,sale,5,Quality check,10,2024-01-31T05:00:00
304,,,35,Hanger - Wooden,out,-12,sale,8,Damaged goods,8,2025-11-25T12:00:00
305,7,Comfort Sling Bag,58,Buckle - Metal,in,275,purchase,32,,7,2024-01-20T06:00:00
306,11,Sporty Muffler,88,Zipper - Closed End,in,-189,purchase,229,Stock adjustment,4,2024-02-03T09:00:00
307,47,Classic Crop Top,,,in,86,purchase,212,Stock adjustment,2,2025-01-20T18:00:00
308,114,Comfort Kurta,31,Label - Printed,out,368,sale,82,Stock adjustment,10,2024-01-06T17:00:00
309,,,34,Hanger - Plastic,in,-138,purchase,380,Return,2,2024-06-09T11:00:00
310,189,Sporty Tie,17,Zipper - Plastic,adjustment,273,,,,9,2024-06-10T15:00:00
311,31,Traditional Hat,29,Drawstring Cord,in,156,purchase,82,Damaged goods,10,2025-10-29T01:00:00
312,,,54,Grommet,out,263,sale,31,Return,3,2025-02-08T20:00:00
313,,,46,Fleece Fabric,out,10,sale,442,Damaged goods,10,2025-08-25T15:00:00
314,96,Designer Bathrobe,,,adjustment,-200,,,Quality check,5,2025-06-01T17:00:00
315,94,Elegant Leather Jacket,3,Linen Fabric,in,-27,purchase,215,,11,2024-02-15T17:00:00
316,145,Modern Kaftan,22,Hook & Eye,adjustment,409,,,,2,2024-02-17T05:00:00
317,77,Casual Salwar Suit,31,Label - Printed,in,434,purchase,398,Damaged goods,9,2024-02-03T08:00:00
318,,,,,out,-40,sale,468,Stock adjustment,4,2024-12-22T06:00:00
319,63,Basic Formal Shirt,,,in,-159,purchase,4,Return,6,2024-06-06T11:00:00
320,187,Sporty Hoodie,,,in,145,purchase,59,,4,2024-10-17T10:00:00
321,142,Essential Lehenga,37,Tissue Paper,out,13,sale,298,Stock adjustment,4,2025-09-30T06:00:00
322,101,Modern Top,76,Georgette Fabric,in,236,purchase,151,,6,2024-05-15T00:00:00
323,166,Sporty Night Suit,,,out,-71,sale,383,,3,2024-10-02T08:00:00
324,86,Contemporary Bomber Jacket,51,Button - Brass,out,120,sale,30,,1,2025-09-18T19:00:00
325,,,26,Velcro Tape,in,-123,purchase,74,Damaged goods,10,2025-05-07T14:00:00
326,,,50,Leather - Synthetic,in,-14,purchase,143,,10,2025-09-01T08:00:00
327,160,Classic Backpack,13,Silk Thread,in,400,purchase,462,Quality check,8,2024-05-15T05:00:00
328,,,30,Label - Woven,in,210,purchase,360,Damaged goods,8,2024-05-11T13:00:00
329,131,Modern Gloves,52,Button - Coconut,in,57,purchase,78,,1,2025-01-27T03:00:00
330,,,30,Label - Woven,out,-173,sale,218,,11,2024-01-05T18:00:00
331,69,Contemporary Track Pants,,,adjustment,-60,,,Stock adjustment,3,2024-10-03T01:00:00
332,,,,,adjustment,35,,,,6,2024-12-05T11:00:00
333,,,13,Silk Thread,in,395,purchase,139,Damaged goods,4,2025-10-17T03:00:00
334,133,Contemporary Beanie,63,Chain - Metal,adjustment,405,,,,5,2025-04-17T20:00:00
335,96,Designer Bathrobe,33,Tag - Plastic,out,-66,sale,310,Stock adjustment,5,2024-06-06T02:00:00
336,83,Urban Hoodie,70,Badge,adjustment,-88,,,,5,2025-08-27T05:00:00
337,111,Traditional Tank Top,49,PVC Fabric,out,388,sale,248,Stock adjustment,3,2024-07-22T06:00:00
338,111,Traditional Tank Top,,,out,166,sale,302,,6,2025-09-24T01:00:00
339,75,Ethnic Sherwani,36,Polybag,out,-142,sale,367,Return,9,2025-06-16T10:00:00
340,139,Essential Chinos,,,out,128,sale,99,Inventory count,3,2025-03-23T22:00:00
341,,,35,Hanger - Wooden,out,207,sale,404,,6,2025-05-08T04:00:00
342,,,41,Beads,in,182,purchase,474,Quality check,3,2024-03-23T18:00:00
343,,,2,Polyester Fabric,out,-92,sale,82,Return,11,2025-06-30T05:00:00
344,194,Oversized Kaftan,39,Thread - Embroidery,adjustment,257,,,Quality check,4,2024-06-25T17:00:00
345,,,,,out,-187,sale,390,,4,2024-04-02T05:00:00
346,,,77,Organza Fabric,in,-189,purchase,45,Quality check,7,2024-01-14T19:00:00
347,11,Sporty Muffler,,,in,208,purchase,426,Return,1,2024-01-01T08:00:00
348,48,Trendy Sling Bag,,,out,91,sale,185,,4,2025-10-24T01:00:00
349,,,74,Satin Fabric,out,24,sale,39,Stock adjustment,9,2024-09-08T11:00:00
350,,,,,out,274,sale,91,Stock adjustment,7,2024-04-05T02:00:00
351,,,68,Patch - Embroidered,in,-53,purchase,356,,6,2025-04-17T15:00:00
352,176,Trendy Duffle Bag,8,Rayon Fabric,out,285,sale,144,Quality check,5,2025-03-22T04:00:00
353,91,Designer Jeans,,,in,386,purchase,363,Inventory count,3,2024-11-29T07:00:00
354,114,Comfort Kurta,85,Buttons Pack - 20mm,in,-50,purchase,139,,4,2024-08-16T21:00:00
355,4,Urban Beanie,80,Tweed Fabric,in,65,purchase,403,,7,2024-10-16T22:00:00
356,184,Elegant Hat,,,in,157,purchase,71,,4,2024-10-09T09:00:00
357,169,Basic Night Suit,67,Pom Pom,out,170,sale,92,,7,2025-05-03T13:00:00
358,,,,,adjustment,99,,,,5,2024-07-03T19:00:00
359,,,,,out,148,sale,415,Inventory count,1,2024-04-12T16:00:00
360,159,Traditional Waistcoat,25,Ribbon,in,-24,purchase,428,,1,2024-11-02T22:00:00
361,114,Comfort Kurta,,,in,73,purchase,147,,4,2024-03-20T15:00:00
362,86,Contemporary Bomber Jacket,65,Tassel,in,198,purchase,177,Inventory count,10,2025-08-09T08:00:00
363,,,,,in,348,purchase,85,Stock adjustment,7,2025-01-13T23:00:00
364,11,Sporty Muffler,,,in,278,purchase,215,Quality check,5,2024-06-26T06:00:00
365,,,77,Organza Fabric,in,147,purchase,335,Return,11,2024-08-20T16:00:00
366,69,Contemporary Track Pants,,,in,200,purchase,247,Return,10,2024-10-12T07:00:00
367,9,Slim Fit Gloves,29,Drawstring Cord,out,288,sale,9,Damaged goods,11,2025-06-30T02:00:00
368,,,82,Denim Thread,out,220,sale,26,Stock adjustment,8,2024-04-06T09:00:00
369,68,Comfort Muffler,,,out,268,sale,490,Quality check,2,2024-02-22T12:00:00
370,167,Modern Tote Bag,45,Jute Fabric,out,225,sale,386,Inventory count,3,2024-09-19T13:00:00
371,194,Oversized Kaftan,,,adjustment,366,,,Damaged goods,2,2024-03-09T11:00:00
372,192,Regular Fit Stole,5,Wool Fabric,out,-139,sale,191,Inventory count,3,2024-06-01T14:00:00
373,,,40,Sequins,out,142,sale,432,Inventory count,11,2024-02-11T22:00:00
374,,,47,Terry Cloth,out,221,sale,198,Return,1,2025-03-14T01:00:00
375,,,,,in,235,purchase,362,Stock adjustment,4,2025-08-29T16:00:00
376,113,Essential Kaftan,3,Linen Fabric,in,214,purchase,203,,9,2025-04-27T22:00:00
377,108,Premium Beanie,61,Stopper,in,388,purchase,94,,10,2025-10-19T08:00:00
378,131,Modern Gloves,56,Snap Button,in,136,purchase,395,Return,11,2024-08-11T16:00:00
379,100,Premium Beanie,27,Interfacing Fabric,out,386,sale,414,Damaged goods,11,2025-02-28T06:00:00
380,159,Traditional Waistcoat,65,Tassel,in,293,purchase,357,Return,11,2025-02-13T00:00:00
381,,,39,Thread - Embroidery,in,384,purchase,435,,8,2024-05-21T04:00:00
382,144,Modern Wallet,90,Drawstring - Cotton,in,-121,purchase,135,Inventory count,1,2025-07-12T12:00:00
383,,,98,Fusible Interfacing,out,-129,sale,201,,8,2025-02-15T05:00:00
384,149,Regular Fit Anarkali Dress,,,in,321,purchase,484,,8,2025-09-22T02:00:00
385,,,99,Sewing Thread - Black,in,8,purchase,288,,8,2024-08-26T14:00:00
386,2,Trendy Stole,40,Sequins,adjustment,425,,,Quality check,10,2024-09-25T05:00:00
387,,,76,Georgette Fabric,in,348,purchase,81,,11,2025-11-11T07:00:00
388,,,82,Denim Thread,in,415,purchase,491,Damaged goods,6,2024-01-20T03:00:00
389,116,Oversized Backpack,,,out,189,sale,313,,10,2025-09-05T05:00:00
390,49,Casual Sling Bag,,,in,64,purchase,420,,5,2025-09-13T16:00:00
391,191,Elegant Blazer,85,Buttons Pack - 20mm,in,51,purchase,288,,11,2024-02-25T22:00:00
392,,,15,Zipper - Nylon,adjustment,224,,,,7,2025-04-27T16:00:00
393,,,85,Buttons Pack - 20mm,adjustment,27,,,Return,11,2025-11-25T03:00:00
394,195,Slim Fit Blazer,7,Viscose Fabric,out,-95,sale,297,Damaged goods,10,2025-01-23T20:00:00
395,168,Regular Fit Vest,43,Lace Fabric,adjustment,-199,,,,2,2024-07-23T14:00:00
396,40,Regular Fit Casual Shirt,39,Thread - Embroidery,out,-157,sale,28,Stock adjustment,1,2025-04-01T01:00:00
397,133,Contemporary Beanie,9,Nylon Fabric,out,265,sale,323,,9,2024-06-12T12:00:00
398,141,Comfort Kaftan,,,in,103,purchase,308,Return,1,2024-11-02T16:00:00
399,118,Casual Casual Shirt,,,adjustment,319,,,Return,10,2025-11-06T18:00:00
400,162,Oversized Scarf,,,in,-123,purchase,329,,7,2025-03-05T17:00:00
401,,,50,Leather - Synthetic,out,-88,sale,351,Quality check,7,2024-06-24T15:00:00
402,136,Comfort Maxi Dress,,,in,-183,purchase,8,,8,2024-09-02T19:00:00
403,45,Casual Salwar Suit,54,Grommet,in,-1,purchase,326,Damaged goods,5,2025-11-19T08:00:00
404,98,Classic Cotton T-Shirt,24,Lace Trim,in,457,purchase,167,Inventory count,1,2024-09-16T10:00:00
405,,,85,Buttons Pack - 20mm,in,473,purchase,92,,11,2024-05-26T09:00:00
406,5,Slim Fit Stole,20,Button - Wooden,in,28,purchase,111,Stock adjustment,1,2025-04-14T11:00:00
407,146,Traditional Bow Tie,91,Drawstring - Polyester,in,-140,purchase,283,Quality check,11,2024-09-12T19:00:00
408,,,32,Tag - Paper,out,184,sale,1,Damaged goods,1,2024-11-21T04:00:00
409,,,33,Tag - Plastic,in,313,purchase,182,Inventory count,6,2024-03-22T22:00:00
410,,,,,in,209,purchase,348,,2,2024-10-05T16:00:00
411,116,Oversized Backpack,32,Tag - Paper,in,330,purchase,448,Quality check,7,2025-01-13T08:00:00
412,60,Casual Waistcoat,49,PVC Fabric,in,212,purchase,102,Quality check,5,2025-04-19T19:00:00
413,,,73,Mesh Fabric,out,296,sale,38,,1,2025-11-13T05:00:00
414,100,Premium Beanie,,,in,220,purchase,96,,1,2025-07-31T19:00:00
415,,,73,Mesh Fabric,out,397,sale,214,Stock adjustment,6,2025-02-21T05:00:00
416,154,Essential Scarf,20,Button - Wooden,out,402,sale,313,Stock adjustment,4,2025-09-09T23:00:00
417,123,Traditional Shawl,52,Button - Coconut,in,369,purchase,385,Inventory count,8,2025-06-11T14:00:00
418,,,2,Polyester Fabric,out,108,sale,96,Damaged goods,9,2024-05-04T07:00:00
419,65,Ethnic Formal Shirt,32,Tag - Paper,in,-103,purchase,26,Stock adjustment,10,2024-12-01T06:00:00
420,104,Formal Cardigan,,,in,-196,purchase,80,Damaged goods,1,2024-03-09T09:00:00
421,179,Premium Sherwani,52,Button - Coconut,adjustment,-50,,,,5,2025-09-23T23:00:00
422,59,Classic Tote Bag,37,Tissue Paper,adjustment,377,,,Damaged goods,2,2024-03-13T06:00:00
423,148,Formal Kaftan,20,Button - Wooden,in,450,purchase,105,,1,2025-07-10T15:00:00
424,165,Elegant Stole,,,out,487,sale,314,,11,2025-01-27T09:00:00
425,,,43,Lace Fabric,adjustment,435,,,,9,2025-10-26T04:00:00
426,,,,,in,383,purchase,120,Quality check,10,2025-05-11T13:00:00
427,144,Modern Wallet,52,Button - Coconut,in,-72,purchase,319,,11,2025-08-05T17:00:00
428,2,Trendy Stole,,,in,474,purchase,206,,8,2025-01-08T07:00:00
429,135,Essential Blazer,43,Lace Fabric,out,291,sale,210,Damaged goods,1,2024-06-05T20:00:00
430,79,Urban Crop Top,16,Zipper - Metal,in,-33,purchase,127,,11,2024-11-21T07:00:00
431,81,Designer Waistcoat,13,Silk Thread,in,-187,purchase,247,Inventory count,8,2024-02-23T15:00:00
432,,,45,Jute Fabric,in,-137,purchase,329,,10,2024-08-19T13:00:00
433,,,,,adjustment,141,,,,10,2025-09-28T23:00:00
434,54,Formal Saree,25,Ribbon,in,105,purchase,265,Damaged goods,5,2024-07-07T09:00:00
435,1,Elegant Night Suit,64,Chain - Plastic,out,241,sale,147,Quality check,3,2024-01-27T14:00:00
436,2,Trendy Stole,61,Stopper,in,223,purchase,162,,8,2024-11-25T02:00:00
437,,,72,Knit Fabric,adjustment,165,,,Stock adjustment,11,2024-04-01T15:00:00
438,89,Luxury Windcheater,,,in,160,purchase,443,Damaged goods,1,2025-01-27T06:00:00
439,,,66,Fringe Trim,out,-199,sale,417,,2,2024-12-18T11:00:00
440,67,Basic Joggers,,,in,434,purchase,459,Return,4,2025-02-05T21:00:00
441,,,,,out,462,sale,342,,1,2025-05-18T15:00:00
442,4,Urban Beanie,41,Beads,in,119,purchase,6,Damaged goods,1,2024-04-30T17:00:00
443,183,Oversized Maxi Dress,23,Elastic Band,in,-117,purchase,310,Stock adjustment,10,2025-07-06T00:00:00
444,197,Slim Fit Sling Bag,94,Lace - Cotton,out,-160,sale,202,Return,9,2024-09-01T16:00:00
445,72,Luxury Windcheater,89,Elastic Cord,out,-179,sale,205,,3,2025-11-06T14:00:00
446,,,12,Polyester Thread,out,191,sale,165,Quality check,10,2024-10-16T22:00:00
447,,,,,in,227,purchase,444,,4,2024-05-15T06:00:00
448,,,65,Tassel,out,319,sale,240,Inventory count,1,2024-02-24T13:00:00
449,143,Casual Tie,6,Denim Fabric,out,410,sale,369,,10,2024-06-21T01:00:00
450,139,Essential Chinos,89,Elastic Cord,adjustment,444,,,,2,2024-10-15T07:00:00
451,38,Trendy Night Suit,49,PVC Fabric,in,-98,purchase,349,Damaged goods,9,2024-04-08T10:00:00
452,,,,,in,208,purchase,288,,2,2024-09-03T05:00:00
453,76,Trendy Bathrobe,88,Zipper - Closed End,out,488,sale,336,,6,2024-06-11T04:00:00
454,174,Regular Fit Crop Top,,,in,288,purchase,308,Damaged goods,5,2024-10-06T11:00:00
455,15,Premium Nehru Jacket,87,Zipper - Open End,out,495,sale,372,Stock adjustment,2,2024-05-20T20:00:00
456,,,,,out,-125,sale,385,Return,4,2025-09-24T18:00:00
457,125,Luxury Cardigan,53,Eyelet,out,-65,sale,140,Stock adjustment,6,2025-02-21T05:00:00
458,97,Traditional Beanie,47,Terry Cloth,adjustment,37,,,Quality check,2,2024-01-14T04:00:00
459,5,Slim Fit Stole,,,adjustment,297,,,,4,2025-07-22T14:00:00
460,85,Contemporary Cardigan,7,Viscose Fabric,out,202,sale,265,Quality check,7,2024-08-30T01:00:00
461,95,Slim Fit Crop Top,,,in,343,purchase,223,Quality check,5,2025-10-18T02:00:00
462,31,Traditional Hat,,,in,21,purchase,320,,3,2025-08-23T01:00:00
463,164,Classic Nehru Jacket,,,in,173,purchase,413,Damaged goods,6,2024-05-18T00:00:00
464,,,97,Tulle Fabric,in,179,purchase,353,Return,4,2025-08-05T14:00:00
465,48,Trendy Sling Bag,6,Denim Fabric,in,-150,purchase,295,Quality check,1,2025-09-30T22:00:00
466,90,Oversized Night Suit,64,Chain - Plastic,in,102,purchase,442,Damaged goods,5,2025-11-08T10:00:00
467,36,Designer Night Suit,,,adjustment,92,,,Damaged goods,5,2025-07-24T19:00:00
468,32,Comfort Vest,81,Canvas Fabric,in,374,purchase,116,Quality check,6,2024-05-03T22:00:00
469,,,,,adjustment,89,,,Quality check,3,2024-12-04T12:00:00
470,95,Slim Fit Crop Top,,,in,305,purchase,306,,6,2025-09-23T15:00:00
471,4,Urban Beanie,,,adjustment,218,,,,5,2024-04-15T13:00:00
472,,,,,out,259,sale,217,Quality check,7,2025-10-17T04:00:00
473,,,9,Nylon Fabric,in,174,purchase,68,,2,2025-05-31T11:00:00
474,,,,,in,251,purchase,489,,7,2024-08-23T21:00:00
475,,,45,Jute Fabric,out,339,sale,415,,6,2025-03-26T18:00:00
476,,,,,in,51,purchase,92,Damaged goods,8,2025-08-27T10:00:00
477,,,,,out,70,sale,136,,11,2025-01-09T06:00:00
478,120,Casual Top,41,Beads,in,271,purchase,356,,11,2024-05-06T18:00:00
479,102,Comfort Saree,96,Netting,out,107,sale,327,Stock adjustment,7,2025-02-18T18:00:00
480,142,Essential Lehenga,,,in,130,purchase,199,Damaged goods,11,2025-09-13T15:00:00
481,102,Comfort Saree,1,Cotton Fabric,adjustment,183,,,,4,2025-04-24T01:00:00
482,122,Premium Sherwani,12,Polyester Thread,adjustment,355,,,,11,2024-09-28T07:00:00
483,,,,,in,168,purchase,289,Stock adjustment,4,2025-03-18T15:00:00
484,177,Formal Rain Jacket,90,Drawstring - Cotton,in,290,purchase,436,,4,2024-08-05T21:00:00
485,67,Basic Joggers,,,out,374,sale,441,Stock adjustment,3,2024-05-16T10:00:00
486,118,Casual Casual Shirt,,,out,407,sale,479,Damaged goods,3,2025-10-30T05:00:00
487,160,Classic Backpack,21,Button - Shell,out,29,sale,243,,1,2025-07-01T10:00:00
488,6,Oversized Jeans,33,Tag - Plastic,in,-200,purchase,123,Stock adjustment,4,2024-03-07T13:00:00
489,,,,,in,104,purchase,265,,10,2025-05-21T21:00:00
490,,,87,Zipper - Open End,out,294,sale,269,,6,2024-12-05T10:00:00
491,,,8,Rayon Fabric,in,253,purchase,354,,4,2024-11-27T13:00:00
492,,,,,out,202,sale,492,Stock adjustment,11,2024-10-18T07:00:00
493,111,Traditional Tank Top,93,Ribbon - Grosgrain,in,-46,purchase,95,Inventory count,8,2024-05-11T15:00:00
494,,,,,out,318,sale,112,Quality check,5,2024-02-04T12:00:00
495,114,Comfort Kurta,,,adjustment,371,,,Stock adjustment,7,2025-01-05T01:00:00
496,44,Comfort Wallet,39,Thread - Embroidery,in,-62,purchase,172,,1,2025-10-07T09:00:00
